"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele","scicomm","isl","after_school","arachnid_course","arachnid_research"
14,"Fall 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",2,3,1,1,1,1,1,1
106,"Fall 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,3,0,0,1,0,0,0
106,"Fall 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,3,0,0,1,0,0,0
86,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,1,1,1,0,0
86,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,3,1,1,1,1,0,0
86,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,3,1,1,1,1,0,0
35,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,3,1,0,0,0,0,0
108,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,3,0,1,0,0,0,0
108,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",1,3,0,1,0,0,0,0
108,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",1,3,0,1,0,0,0,0
108,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,3,0,1,0,0,0,0
108,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,0,1,0,0,0,0
108,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,0,1,0,0,0,0
72,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,1,1,0,0,0,0
72,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,1,0,0,0,0
72,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,3,1,1,0,0,0,0
52,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,1,0,0,0,0,0
46,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,0,0,1,0,0
88,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,0,1,0,0,0
88,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,3,1,0,1,0,0,0
75,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,0,1,1,0,0,1
75,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,3,0,1,1,0,0,1
75,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,0,1,1,0,0,1
75,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",2,3,0,1,1,0,0,1
51,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,0,0,0,0,0
51,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,3,1,0,0,0,0,0
4,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,1,0,0,0,0,0
11,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,0,0,0,0,0
11,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,3,1,0,0,0,0,0
11,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,3,1,0,0,0,0,0
64,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,1,1,0,0,0
64,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,1,1,0,0,0
64,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,1,1,0,0,0
28,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,3,1,0,1,1,0,0
6,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,1,1,0,1,0,0
6,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,1,0,1,0,0
6,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,3,1,1,0,1,0,0
37,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,3,1,1,1,1,0,0
37,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,1,1,1,0,0
37,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,1,1,1,0,0
34,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,0,0,0,0,0
34,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,3,1,0,0,0,0,0
34,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,0,0,0,0,0
84,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,3,1,0,0,0,0,0
84,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",2,3,1,0,0,0,0,0
84,"Spring 2023","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,3,1,0,0,0,0,0
84,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",1,3,1,0,0,0,0,0
84,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,0,0,0,0,0
84,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,0,0,0,0,0
78,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,3,1,1,0,0,0,0
78,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,1,0,0,0,0
33,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,3,1,0,0,1,0,0
33,"Spring 2023","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",2,3,1,0,0,1,0,0
33,"Spring 2023","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,3,1,0,0,1,0,0
89,"Spring 2023","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,3,1,0,0,0,0,0
89,"Spring 2023","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,3,1,0,0,0,0,0
63,"Spring 2023","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,3,1,1,0,0,1,0
24,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,0,0,0
24,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,0,0,0
24,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,0,0,0,0,0
47,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,4,0,1,0,0,0,0
47,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,0,1,0,0,0,0
47,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,0,1,0,0,0,0
47,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,0,1,0,0,0,0
74,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,0,0,0,1
74,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,1,0,0,0,1
68,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,1,0,0,0
68,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",5,4,1,0,1,0,0,0
68,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,1,0,0,0
58,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,0,0,0
58,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
26,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,0,0,0
26,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
26,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
26,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
57,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,0,0,0,0,0
57,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
57,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,0,0,0,0,0
57,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,0,0,0,0,0
5,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,0,0,0,0
5,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,1,0,0,0,0,0
5,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
40,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,0,0,0,0,0
40,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
40,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,0,0,0,0
40,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,0,0,0,0,0
40,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
71,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,4,1,0,0,0,0,0
71,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
71,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,0,0,0,0,0
48,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,0,0,1,0,0,0
48,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,0,0,1,0,0,0
1,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,4,1,0,0,0,0,0
1,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
32,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,1,0,0,1,0,0
44,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,0,0,0,0
44,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",5,4,0,1,0,0,0,0
44,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,0,1,0,0,0,0
44,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,0,0,0,0
44,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,0,1,0,0,0,0
73,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,1,0,0,0
73,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",4,4,1,1,1,0,0,0
73,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,1,1,0,0,0
60,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,4,0,0,0,0,0,0
66,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,1,1,0,1
49,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,0,0,0,0,0,0
38,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",5,4,1,0,0,0,0,0
38,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",2,4,1,0,0,0,0,0
38,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
38,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,0,0,0,0,0
38,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,1,0,0,0,0,0
38,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
54,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,1,1,1,1,1
54,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,4,1,1,1,1,1,1
54,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,1,1,1,1,1
54,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,1,1,1,1,1
53,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,0,0,0
53,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",4,4,1,1,0,0,0,0
53,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,1,0,0,0,0
53,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,0,0,0
53,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,1,0,0,0,0
55,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",2,4,1,0,0,0,0,0
55,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",4,4,1,0,0,0,0,0
55,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",4,4,1,0,0,0,0,0
90,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,1,1,0,0,0,0
90,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",2,4,1,1,0,0,0,0
90,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",1,4,1,1,0,0,0,0
65,"Spring 2022","prepost19","In general, how often do members of the public ask you about science? ","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,1,1,0,0
65,"Spring 2022","prepost22","How often do you engage the public in discussions about science?","Scale","Never",NULL,NULL,NULL,"Very often",3,4,0,1,1,1,0,0
65,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",5,4,0,1,1,1,0,0
87,"Spring 2022","prepost20","How would you describe the people who do ask you questions about science? ","Scale","Different from me",NULL,NULL,NULL,"Similar to me",3,4,0,1,0,0,0,0
87,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",2,4,0,1,0,0,0,0
87,"Spring 2022","prepost23","Consider the groups of people you spend time with socially. How would you describe them?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,0,1,0,0,0,0
87,"Spring 2022","prepost24","Think about times you have delivered presentations related to science. How would you generally describe your audience?","Scale","People who have values and attitudes that differ from mine.",NULL,NULL,NULL,"People who have values and attitudes similar to mine.",3,4,0,1,0,0,0,0
43,"Spring 2022","prepost21","Think about the people who you talk to about science. How would you describe these people?","Scale","They have a variety of attitudes and beliefs that differ from my own.",NULL,NULL,NULL,"They share similar attitudes and beliefs to me.",3,4,0,0,0,0,0,0
